Seita.1G000100.1	GO:0006468	GO:0004674	GO:0098542	GO:0016310	GO:0016301	GO:0005886																																														
Seita.1G000200.1	GO:0009535	GO:0003674	GO:0009507																																																	
Seita.1G000300.1	GO:0005737	GO:0008150	GO:0008270																																																	
Seita.1G000400.1	GO:0034976	GO:0099503	GO:0006457	GO:0000325	GO:0005739	GO:0005783	GO:0003756	GO:0009507	GO:0009536																																											
Seita.1G000500.1	GO:0005737	GO:0000118	GO:0005829	GO:0051085	GO:0046983	GO:0030544																																														
Seita.1G000700.1	GO:0050589	GO:0009753	GO:0005737	GO:0010023	GO:0009611	GO:0009718	GO:0007033	GO:0051213																																												
Seita.1G000900.1	GO:0010093	GO:0005634	GO:0042127	GO:0003700	GO:0003677	GO:0009755	GO:0090691	GO:0045892	GO:0008361	GO:0009908																																										
Seita.1G001100.1	GO:0009057	GO:0008610	GO:0005634	GO:0000325	GO:0005886	GO:1901617	GO:0006790	GO:0015171	GO:0044281	GO:0048589																																										
Seita.1G001200.1	GO:0009414	GO:0006970	GO:0005783	GO:0016746	GO:0016298	GO:0005576																																														
Seita.1G001300.1	GO:0009853	GO:0042631	GO:0048046	GO:0005777	GO:0008465	GO:0005739	GO:0005829	GO:0071482	GO:0030267	GO:0009854	GO:0016616	GO:0009507	GO:0003729	GO:0008266	GO:0051287	GO:0016618																																				
Seita.1G001400.1	GO:0005515	GO:0031146	GO:0006511	GO:0005737	GO:0019005	GO:0016567	GO:0009793	GO:0005829	GO:0009536	GO:0097602	GO:0005634																																									
Seita.1G001500.1	GO:0006511	GO:0043161	GO:0061630	GO:0042023	GO:0010091	GO:0000209	GO:0005634	GO:0004842	GO:0005886																																											
Seita.1G001600.1	GO:0005634	GO:0007018	GO:0008017	GO:0016887	GO:0003777	GO:0005737	GO:0005874	GO:0005871																																												
Seita.1G001700.1	GO:0003674	GO:0010374	GO:0005576																																																	
Seita.1G001800.1	GO:0005634	GO:0097573																																																		
Seita.1G001900.1	GO:0032787	GO:0004792	GO:0005737	GO:0010035	GO:0009507	GO:0042592	GO:0005634	GO:0046148	GO:0006629																																											
Seita.1G002000.1	GO:0032787	GO:0004792	GO:0005737	GO:0010035	GO:0009507	GO:0042592	GO:0005634	GO:0046148	GO:0006629																																											
Seita.1G002100.1	GO:0006412	GO:0003735	GO:0005763	GO:0005802	GO:0005794	GO:0005768	GO:0003723	GO:0009507																																												
Seita.1G002200.1	GO:0005515	GO:0009744	GO:0005634	GO:0005737	GO:0001933	GO:0005739	GO:0009644	GO:0080173	GO:0010218	GO:0031542	GO:0009567	GO:0009553	GO:0010313																																							
Seita.1G002300.1	GO:0000387	GO:0034719	GO:0005686	GO:0000398	GO:0071013	GO:0045087	GO:0042742	GO:0097526	GO:0071011	GO:0005689	GO:0005685	GO:0005730	GO:0003723	GO:0005682	GO:0005687	GO:0034715	GO:0000243	GO:0005634	GO:0048589																																	
Seita.1G002400.1	GO:1900150	GO:0009723	GO:0010008	GO:0005886	GO:0005789	GO:1900056	GO:0070273	GO:0009751	GO:0005739																																											
Seita.1G002500.1	GO:0009570	GO:0009941	GO:0005739	GO:0005634	GO:0003729	GO:0022626	GO:0051085	GO:0005730	GO:0009507	GO:0042026	GO:0006457																																									
Seita.1G002600.1	GO:0009737	GO:0007188	GO:0048364	GO:0009617	GO:0009750	GO:0005634	GO:2000280	GO:0005834	GO:0009652	GO:0005525	GO:2000067	GO:0010555	GO:0009749	GO:0031683	GO:0003924	GO:0009744	GO:0009723	GO:0001664	GO:0009630																																	
Seita.1G002700.1	GO:0003677	GO:0003899	GO:0006351	GO:0005666	GO:0009507	GO:0032549	GO:0005634	GO:0009561																																												
Seita.1G002800.1	GO:0030599	GO:0046910	GO:0005576	GO:0043086																																																
Seita.1G003000.1	GO:0048364	GO:1905392	GO:0022857	GO:0030154	GO:0005886	GO:0043436	GO:0048507																																													
Seita.1G003100.1	GO:0005737	GO:0022626	GO:0005773	GO:0009506	GO:0000325	GO:0010035	GO:0003729	GO:0005730	GO:0005634																																											
Seita.1G003200.1	GO:0009534	GO:0009570	GO:0098807	GO:0048046	GO:0003959	GO:0005634	GO:0009507	GO:0009535	GO:0008266	GO:0009579	GO:0015979	GO:0004324																																								
Seita.1G003300.1	GO:0048364	GO:1905392	GO:0022857	GO:0030154	GO:0005886	GO:0043436	GO:0048507																																													
Seita.1G003400.1	GO:0009507	GO:0005886	GO:0022857																																																	
Seita.1G003500.1	GO:0045893	GO:0009908	GO:0005515	GO:0006357	GO:0000981	GO:0009911	GO:0009409	GO:0045944	GO:0000978	GO:0046983	GO:0005634	GO:0005737	GO:0010077	GO:0003700	GO:0009739																																					
Seita.1G003700.1	GO:0009617	GO:0033993	GO:0005634	GO:0006355	GO:0048589	GO:0006796	GO:0006778	GO:0009314	GO:0003700	GO:0005515																																										
Seita.1G003800.1	GO:0005739	GO:0009507	GO:0010322	GO:0006979	GO:0048366	GO:0009657	GO:0006809	GO:0009651	GO:0051246	GO:0010027	GO:0010193	GO:0003924																																								
Seita.1G003900.1	GO:0005829	GO:0005634	GO:1902659	GO:0003674	GO:0005739																																															
Seita.1G004000.1	GO:0008150	GO:0005739	GO:0003676																																																	
Seita.1G004100.1	GO:0070973	GO:0006914	GO:0048208	GO:0007030	GO:0012507	GO:0005634	GO:0070971	GO:0003674																																												
Seita.1G004200.1	GO:0005737	GO:0031405	GO:0005634	GO:0005739	GO:0004742	GO:0010035	GO:0016407	GO:0045254																																												
Seita.1G004300.1	GO:0019752	GO:0009737	GO:0009507	GO:0005886	GO:0005829	GO:0004459																																														
Seita.1G004400.1	GO:0019752	GO:0009737	GO:0009507	GO:0005886	GO:0005829	GO:0004459																																														
Seita.1G004500.1	GO:0005783	GO:0005515	GO:0034620	GO:0034605	GO:0070417	GO:0009536	GO:0006457	GO:0009506	GO:0009507	GO:0005886																																										
Seita.1G004600.1	GO:0071370	GO:0005773	GO:0080022	GO:0000325	GO:0005985	GO:0004564	GO:0016020	GO:0009617																																												
Seita.1G004800.1	GO:0005739	GO:0009451	GO:0043231	GO:0003723	GO:0008270																																															
Seita.1G004900.1	GO:0009639	GO:0010187	GO:0005634	GO:0009266	GO:0003674	GO:0016567																																														
Seita.1G005000.1	GO:0009639	GO:0010187	GO:0005634	GO:0009266	GO:0003674	GO:0016567																																														
Seita.1G005100.1	GO:0005575	GO:0003674	GO:0008150																																																	
Seita.1G005200.1	GO:0005634	GO:0009507	GO:0003674	GO:0010468																																																
Seita.1G005300.1	GO:0005737	GO:0015698	GO:0003674	GO:0005739	GO:0016020																																															
Seita.1G005400.1	GO:0004714	GO:0016310	GO:0005886	GO:0004674	GO:0005634	GO:0009611	GO:0006468	GO:0009416	GO:0016051	GO:0016301																																										
Seita.1G005500.1	GO:0006397	GO:0005730	GO:0010228	GO:0005634	GO:0005515	GO:0009793	GO:0000388	GO:0003724	GO:0005681																																											
Seita.1G005700.1	GO:0048354	GO:0010214	GO:0005634	GO:0005515																																																
Seita.1G005800.1	GO:0051567	GO:0033169	GO:0003712	GO:0032454	GO:0000118	GO:0031490	GO:0000785	GO:0006357	GO:2000039	GO:0005634																																										
Seita.1G005900.1	GO:0009888	GO:0005737	GO:0055028	GO:0005515	GO:0005634	GO:0005874	GO:0030154	GO:0010383	GO:0005829																																											
Seita.1G006000.1	GO:0005813	GO:0005515	GO:0005634	GO:0000226	GO:0019888	GO:0005819	GO:0005737	GO:0000913	GO:0009524	GO:0030865	GO:0035303	GO:0009826	GO:0005509																																							
Seita.1G006100.1	GO:0043531																																																			
Seita.1G006200.1	GO:0090391	GO:1903866	GO:0009507	GO:0010027																																																
Seita.1G006300.1	GO:0090391	GO:1903866	GO:0009507	GO:0010027																																																
Seita.1G006400.1	GO:0005515	GO:0043531																																																		
Seita.1G006600.1	GO:0009507	GO:0048507	GO:0009058	GO:0009505	GO:0005886	GO:0048316	GO:0009506	GO:0005783	GO:0005829																																											
Seita.1G006900.1	GO:0004672	GO:0045087	GO:0007165	GO:0010073	GO:0009620	GO:0050832	GO:0005886																																													
Seita.1G007100.1	GO:0004672	GO:0045087	GO:0007165	GO:0010073	GO:0009620	GO:0050832	GO:0005886																																													
Seita.1G007200.1	GO:0009611	GO:0016705	GO:0006631	GO:0016491	GO:0016125	GO:0005506	GO:0004497	GO:0009941	GO:0020037																																											
Seita.1G007300.1	GO:0009751	GO:0000910	GO:0032875	GO:1901181	GO:0005819	GO:0001228	GO:0045893	GO:0005515	GO:0005634	GO:0032465	GO:0000978	GO:0006355	GO:0000981	GO:0043565	GO:0050832	GO:0009620	GO:0000976	GO:0003700	GO:0009524																																	
Seita.1G007400.1	GO:0009751	GO:0000910	GO:0032875	GO:1901181	GO:0005819	GO:0001228	GO:0045893	GO:0005515	GO:0005634	GO:0032465	GO:0000978	GO:0006355	GO:0000981	GO:0043565	GO:0050832	GO:0009620	GO:0000976	GO:0003700	GO:0009524																																	
Seita.1G007500.1	GO:0042644	GO:0006354	GO:0003899	GO:0009534	GO:0009507	GO:0005737	GO:0009536	GO:0009570	GO:0046983																																											
Seita.1G007600.1	GO:0009755	GO:0004714	GO:0010200	GO:0009753	GO:0009414	GO:0004674	GO:0042742	GO:0009863	GO:0009737	GO:0031347	GO:0019760	GO:0006979	GO:0042430	GO:0016310	GO:0016301	GO:0050832	GO:0005886	GO:0009507	GO:0009611																																	
Seita.1G007700.1	GO:0005615	GO:0004252	GO:0005576																																																	
Seita.1G007800.1	GO:0007017	GO:0005575	GO:0006952	GO:0009416	GO:0003674	GO:0071669	GO:0098542	GO:0009642																																												
Seita.1G008100.1	GO:0006508	GO:0010222	GO:0005634	GO:0051173	GO:0005794	GO:0016192	GO:0042742	GO:0031325	GO:0009620	GO:0000137	GO:0003674	GO:0010604																																								
Seita.1G008200.1	GO:0005576	GO:0009664	GO:0009505	GO:0009826	GO:0009828																																															
Seita.1G008300.1	GO:0005576	GO:0009664	GO:0009505	GO:0009826	GO:0009828																																															
Seita.1G008400.1	GO:0005515	GO:1905786	GO:1904668	GO:0019900	GO:0010997	GO:0031145	GO:1990757	GO:0005680	GO:0033597	GO:0016567	GO:0005634																																									
Seita.1G008500.1	GO:0005576	GO:0009664	GO:0009505	GO:0009826	GO:0009828																																															
Seita.1G008600.1	GO:0005886	GO:0009535	GO:0006465	GO:0004252	GO:0009526	GO:0055035	GO:0008233	GO:0005515	GO:0051604	GO:0006508	GO:0010027	GO:0005887	GO:0016021	GO:0009507																																						
Seita.1G008700.1	GO:0009793	GO:0005524	GO:0016879	GO:0009507	GO:0009658	GO:0010098																																														
Seita.1G008800.1	GO:0071554	GO:2000241	GO:0009755	GO:0098542	GO:0071407	GO:0031347	GO:0033993	GO:0016887	GO:0010200	GO:0009507	GO:1901701	GO:0048638																																								
Seita.1G008900.1	GO:0032981	GO:0005739	GO:0000373	GO:0000963	GO:0009507																																															
